gene,mean_abs_weight,"coef_Thyroid Papillary Carcinoma, Classical/Usual Type","coef_Thyroid Papillary Carcinoma, Follicular (>= 99% Follicular Patterned)","coef_Thyroid Papillary Carcinoma, Tall Cell (>= 50% Tall Cell Features)",biological_note
ACTBL2,0.16569261787964776,0.24853892681947115,-0.12656403625627852,-0.12197489056319367,No curated note; investigate in MSigDB / PubMed / GeneCards.
TMEM184A,0.15312632760185338,0.06289665756907512,-0.22968949140278003,0.16679283383370497,No curated note; investigate in MSigDB / PubMed / GeneCards.
DRAM1,0.15303031038504852,0.0012825096726322008,-0.2295454655775736,0.22826295590493978,No curated note; investigate in MSigDB / PubMed / GeneCards.
ADAMTS14,0.1500989717428473,-0.22514845761427144,0.15404992254650313,0.07109853506776737,No curated note; investigate in MSigDB / PubMed / GeneCards.
ARSJ,0.14847507789665101,0.18343817530928477,0.03927444153569169,-0.22271261684497654,No curated note; investigate in MSigDB / PubMed / GeneCards.
TMPRSS4,0.14782866137107228,-0.13735148546436146,0.22174299205660788,-0.08439150659224746,No curated note; investigate in MSigDB / PubMed / GeneCards.
S100B,0.1330332016731068,-0.19954980250966048,0.18169596004321786,0.017853842466442095,No curated note; investigate in MSigDB / PubMed / GeneCards.
B3GNT3,0.12476444391460563,0.07337931730992664,0.11376734856198209,-0.18714666587190817,No curated note; investigate in MSigDB / PubMed / GeneCards.
CSF2,0.11451714114842665,0.15143325300714408,-0.17177571172264036,0.020342458715495528,No curated note; investigate in MSigDB / PubMed / GeneCards.
MTMR11,0.11354578062294152,-0.17031867093441214,0.008108000457558865,0.16221067047685353,No curated note; investigate in MSigDB / PubMed / GeneCards.
CCL13,0.11284279760183975,0.14440257743836038,0.024861618964399975,-0.1692641964027589,No curated note; investigate in MSigDB / PubMed / GeneCards.
ST6GALNAC5,0.10801552903407696,0.11760292289036757,0.04442037066074765,-0.16202329355111564,No curated note; investigate in MSigDB / PubMed / GeneCards.
FCHO1,0.09829015746479337,0.13153895562319473,-0.14743523619719034,0.01589628057399506,No curated note; investigate in MSigDB / PubMed / GeneCards.
TACSTD2,0.08460391472173673,0.08943073472071711,0.03747513736188814,-0.12690587208260493,No curated note; investigate in MSigDB / PubMed / GeneCards.
TMPRSS6,0.08079809257183365,0.12119713885775048,-0.11580858143928677,-0.005388557418463688,No curated note; investigate in MSigDB / PubMed / GeneCards.
WNT10A,0.0755804922442118,-0.11337073836631709,0.10437405102844918,0.008996687337869116,No curated note; investigate in MSigDB / PubMed / GeneCards.
IVL,0.06302821259059183,-0.038773218421295115,0.09454231888588698,-0.055769100464593394,No curated note; investigate in MSigDB / PubMed / GeneCards.
ICAM1,0.06049754052887236,0.09074631079330808,-0.004049302035539586,-0.08669700875776941,No curated note; investigate in MSigDB / PubMed / GeneCards.
SYT12,0.048572437521878,0.009623917825663195,-0.07285865628281785,0.06323473845715295,No curated note; investigate in MSigDB / PubMed / GeneCards.
SLC27A6,0.040701532559205056,0.05416211973746592,0.006890179101341488,-0.06105229883880775,No curated note; investigate in MSigDB / PubMed / GeneCards.
MGAT3,0.039270796757384104,-0.05890619513607626,0.017176943543571813,0.04172925159250423,No curated note; investigate in MSigDB / PubMed / GeneCards.
ANXA2,0.01753960460199661,-0.02630940690299511,0.008740205585737149,0.017569201317257577,No curated note; investigate in MSigDB / PubMed / GeneCards.
ERBB3,0.013008359789703544,-0.019512539684555304,0.0006920713242142106,0.018820468360341118,No curated note; investigate in MSigDB / PubMed / GeneCards.
